"n" "mu" "rep" "id" "mu_hat" "error" "errorMessage"
500 2 225 501 1.96985467773152 FALSE ""
50 2 511 502 2.04632301664959 FALSE ""
50 2 857 503 1.86926814308021 FALSE ""
100 1 804 504 1.11018392484651 FALSE ""
100 2 885 505 1.96977171731415 FALSE ""
100 2 891 506 2.00333727699329 FALSE ""
100 0.5 292 507 0.510181996192523 FALSE ""
500 2 452 508 1.95848931431792 FALSE ""
1000 0.5 244 509 0.506909468154924 FALSE ""
1000 1 370 510 1.00419566873484 FALSE ""
50 0.5 734 511 0.4576536061092 FALSE ""
500 1 789 512 0.995468340899105 FALSE ""
100 2 636 513 2.01507511180541 FALSE ""
500 0.5 863 514 0.501671473664015 FALSE ""
50 1 707 515 0.887187308195729 FALSE ""
50 0.25 283 516 0.259658476623139 FALSE ""
50 2 973 517 1.95201261596725 FALSE ""
50 1 162 518 1.00664919115336 FALSE ""
1000 1 454 519 1.02509158060731 FALSE ""
50 0.25 397 520 0.243930249061361 FALSE ""
50 2 131 521 2.10718826862141 FALSE ""
1000 2 876 522 1.96909628244921 FALSE ""
500 0.5 562 523 0.497610700412129 FALSE ""
100 1 84 524 1.00997090092563 FALSE ""
50 1 207 525 0.94438722569965 FALSE ""
500 2 417 526 1.95042900938515 FALSE ""
100 0.25 901 527 0.246430335386822 FALSE ""
100 0.5 469 528 0.450569723519658 FALSE ""
1000 1 777 529 0.979856431652125 FALSE ""
500 0.5 507 530 0.487465569286926 FALSE ""
1000 2 206 531 1.98773058011909 FALSE ""
100 0.5 56 532 0.507885165125296 FALSE ""
1000 1 19 533 1.02569199121788 FALSE ""
50 0.25 920 534 0.24150827405898 FALSE ""
100 2 949 535 1.98658541758115 FALSE ""
100 1 819 536 0.9967359353111 FALSE ""
500 0.5 640 537 0.50822223579084 FALSE ""
50 2 360 538 1.91957514185684 FALSE ""
500 0.25 633 539 0.25201340809335 FALSE ""
1000 2 791 540 1.99381299678448 FALSE ""
100 1 30 541 0.971234209096571 FALSE ""
50 0.25 510 542 0.23282021253531 FALSE ""
100 1 79 543 1.05824700326039 FALSE ""
1000 1 334 544 1.00226165329942 FALSE ""
1000 1 506 545 0.98046190784651 FALSE ""
50 1 795 546 1.02066550249064 FALSE ""
50 2 336 547 2.11999307203639 FALSE ""
500 0.5 990 548 0.510992717856388 FALSE ""
500 0.25 5 549 0.253839708983362 FALSE ""
100 0.5 135 550 0.481121115729864 FALSE ""
500 2 185 551 1.97330322242348 FALSE ""
100 0.25 622 552 0.24871922454355 FALSE ""
500 0.5 973 553 0.489835656332082 FALSE ""
500 2 815 554 2.03922126727628 FALSE ""
100 1 774 555 1.07759584966492 FALSE ""
500 2 694 556 2.03875348079864 FALSE ""
1000 2 719 557 2.0405930075255 FALSE ""
100 1 257 558 1.01568098108593 FALSE ""
50 1 25 559 1.00284082983822 FALSE ""
50 1 642 560 0.955878433351713 FALSE ""
50 0.25 814 561 0.249234734349005 FALSE ""
500 2 881 562 1.91294147280699 FALSE ""
100 2 528 563 2.05970409610146 FALSE ""
100 1 978 564 1.01211095357196 FALSE ""
50 0.5 811 565 0.524992789036194 FALSE ""
1000 1 183 566 0.979470505481436 FALSE ""
1000 1 481 567 0.979755096681415 FALSE ""
100 2 41 568 2.11941319887177 FALSE ""
1000 2 599 569 2.02585591761318 FALSE ""
1000 0.25 759 570 0.250594744123806 FALSE ""
100 1 445 571 1.06470594167149 FALSE ""
